full_url,relative_url,page_title,slug,meta_title,meta_description,canonical_url,site2_full_url,site2_relative_url,relative_urls_match,site2_page_title,page_titles_match,site2_slug,slugs_match,site2_meta_title,meta_titles_match,site2_meta_description,meta_descriptions_match,site2_canonical_url,canicol_urls_match
https://blog.thelowdown.com/blog/my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,/blog/my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,Contraceptive Journey: Microgynon to Rigevidon | The Lowdown,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,Contraceptive Journey: Microgynon to Rigevidon | The Lowdown,"Despite being promised that the second pill she was prescribed was the same as before, Leah experienced some extreme changes.",https://thelowdown.com/blog/my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,http://localhost/thelowdown/wp/blog/my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,/blog/my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,TRUE,Contraceptive Journey: Microgynon to Rigevidon | The Lowdown,TRUE,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,TRUE,Contraceptive Journey: Microgynon to Rigevidon | The Lowdown,TRUE,"Despite being promised that the second pill she was prescribed was the same as before, Leah experienced some extreme changes.",TRUE,https://thelowdown.com/blog/my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,TRUE
https://blog.thelowdown.com/blog/tag/becky-mawson,/blog/tag/becky-mawson,Becky Mawson Archives - The Lowdown,becky-mawson,Becky Mawson Archives - The Lowdown,N/A,/blog/tag/becky-mawson,http://localhost/thelowdown/wp/blog/tag/becky-mawson,/blog/tag/becky-mawson,TRUE,Becky Mawson Archives - The Lowdown,TRUE,becky-mawson,TRUE,Becky Mawson Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/becky-mawson,TRUE
https://blog.thelowdown.com/blog/why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,/blog/why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,"Blood Pressure Readings for the Combined Pill, Patch or Ring | The Lowdown",why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,"Blood Pressure Readings for the Combined Pill, Patch or Ring | The Lowdown",Why is it important? Where you can have it taken? How often do you need it done? What does a healthy reading look like? Get the lowdown here.,https://thelowdown.com/blog/why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,http://localhost/thelowdown/wp/blog/why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,/blog/why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,TRUE,"Blood Pressure Readings for the Combined Pill, Patch or Ring | The Lowdown",TRUE,why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,TRUE,"Blood Pressure Readings for the Combined Pill, Patch or Ring | The Lowdown",TRUE,Why is it important? Where you can have it taken? How often do you need it done? What does a healthy reading look like? Get the lowdown here.,TRUE,https://thelowdown.com/blog/why-we-need-a-blood-pressure-reading-when-ordering-the-combined-pill,TRUE
https://blog.thelowdown.com/blog/the-pill-and-boobs,/blog/the-pill-and-boobs,The Pill and Boobs | The Lowdown,the-pill-and-boobs,The Pill and Boobs | The Lowdown,One of the most common side effects The Lowdown users report for all contraception methods are tender breasts and enlarged breasts. Get the lowdown on how hormonal contraception can cause boob changes.,https://thelowdown.com/blog/the-pill-and-boobs,http://localhost/thelowdown/wp/blog/the-pill-and-boobs,/blog/the-pill-and-boobs,TRUE,The Pill and Boobs | The Lowdown,TRUE,the-pill-and-boobs,TRUE,The Pill and Boobs | The Lowdown,TRUE,One of the most common side effects The Lowdown users report for all contraception methods are tender breasts and enlarged breasts. Get the lowdown on how hormonal contraception can cause boob changes.,TRUE,https://thelowdown.com/blog/the-pill-and-boobs,TRUE
https://blog.thelowdown.com/blog/crohns-and-my-mirena-coil,/blog/crohns-and-my-mirena-coil,Contraceptive Journey: Crohn's & Mirena Coil | The Lowdown,crohns-and-my-mirena-coil,Contraceptive Journey: Crohn's & Mirena Coil | The Lowdown,"Alysia shares her journey with Crohn's disease, coming off the pill and finding the Mirena coil to be the best contraception for her.",https://thelowdown.com/blog/crohns-and-my-mirena-coil,http://localhost/thelowdown/wp/blog/crohns-and-my-mirena-coil,/blog/crohns-and-my-mirena-coil,TRUE,Contraceptive Journey: Crohn's & Mirena Coil | The Lowdown,TRUE,crohns-and-my-mirena-coil,TRUE,Contraceptive Journey: Crohn's & Mirena Coil | The Lowdown,TRUE,"Alysia shares her journey with Crohn's disease, coming off the pill and finding the Mirena coil to be the best contraception for her.",TRUE,https://thelowdown.com/blog/crohns-and-my-mirena-coil,TRUE
https://blog.thelowdown.com/blog/tesh-contraceptive-story,/blog/tesh-contraceptive-story,Cerazette & Endometriosis: My Experience | The Lowdown,tesh-contraceptive-story,Cerazette & Endometriosis: My Experience | The Lowdown,"From PCOS to endometriosis, it took three scans, three pills and five years until Tesh knew why she had been living in so much pain.",https://thelowdown.com/blog/tesh-contraceptive-story,http://localhost/thelowdown/wp/blog/tesh-contraceptive-story,/blog/tesh-contraceptive-story,TRUE,Cerazette & Endometriosis: My Experience | The Lowdown,TRUE,tesh-contraceptive-story,TRUE,Cerazette & Endometriosis: My Experience | The Lowdown,TRUE,"From PCOS to endometriosis, it took three scans, three pills and five years until Tesh knew why she had been living in so much pain.",TRUE,https://thelowdown.com/blog/tesh-contraceptive-story,TRUE
https://blog.thelowdown.com/blog/pcos-faqs,/blog/pcos-faqs,Everything You Need to Know About PCOS | FAQs | The Lowdown,pcos-faqs,Everything You Need to Know About PCOS | FAQs | The Lowdown,"You asked, Dr Fran answered! Everything you need to know about PCOS. From the basics to different symptoms and treatment options.",https://thelowdown.com/blog/pcos-faqs,http://localhost/thelowdown/wp/blog/pcos-faqs,/blog/pcos-faqs,TRUE,Everything You Need to Know About PCOS | FAQs | The Lowdown,TRUE,pcos-faqs,TRUE,Everything You Need to Know About PCOS | FAQs | The Lowdown,TRUE,"You asked, Dr Fran answered! Everything you need to know about PCOS. From the basics to different symptoms and treatment options.",TRUE,https://thelowdown.com/blog/pcos-faqs,TRUE
https://blog.thelowdown.com/blog/tag/oestrogen,/blog/tag/oestrogen,oestrogen Archives - The Lowdown,oestrogen,oestrogen Archives - The Lowdown,N/A,/blog/tag/oestrogen,http://localhost/thelowdown/wp/blog/tag/oestrogen,/blog/tag/oestrogen,TRUE,oestrogen Archives - The Lowdown,TRUE,oestrogen,TRUE,oestrogen Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/oestrogen,TRUE
https://blog.thelowdown.com/blog/medroxyprogesterone-acetate,/blog/medroxyprogesterone-acetate,What is Medroxyprogesterone Acetate? | The Lowdown,medroxyprogesterone-acetate,What is Medroxyprogesterone Acetate? | The Lowdown,"As an original, first-generation synthetic progestin, medroxyprogesterone acetate has a long and varied history.",https://thelowdown.com/blog/medroxyprogesterone-acetate,http://localhost/thelowdown/wp/blog/medroxyprogesterone-acetate,/blog/medroxyprogesterone-acetate,TRUE,What is Medroxyprogesterone Acetate? | The Lowdown,TRUE,medroxyprogesterone-acetate,TRUE,What is Medroxyprogesterone Acetate? | The Lowdown,TRUE,"As an original, first-generation synthetic progestin, medroxyprogesterone acetate has a long and varied history.",TRUE,https://thelowdown.com/blog/medroxyprogesterone-acetate,TRUE
https://blog.thelowdown.com/blog/can-you-get-pregnant-on-the-pill,/blog/can-you-get-pregnant-on-the-pill,Can You Get Pregnant On The Pill? | The Lowdown,can-you-get-pregnant-on-the-pill,Can You Get Pregnant On The Pill? | The Lowdown,"Although the pill has a high success rate, there are various factors that can disrupt this and put you at risk of unplanned pregnancy.",https://thelowdown.com/blog/can-you-get-pregnant-on-the-pill,http://localhost/thelowdown/wp/blog/can-you-get-pregnant-on-the-pill,/blog/can-you-get-pregnant-on-the-pill,TRUE,Can You Get Pregnant On The Pill? | The Lowdown,TRUE,can-you-get-pregnant-on-the-pill,TRUE,Can You Get Pregnant On The Pill? | The Lowdown,TRUE,"Although the pill has a high success rate, there are various factors that can disrupt this and put you at risk of unplanned pregnancy.",TRUE,https://thelowdown.com/blog/can-you-get-pregnant-on-the-pill,TRUE
https://blog.thelowdown.com/blog/removing-iud-pandemic,/blog/removing-iud-pandemic,Removing My Coil (IUD) During A Pandemic | The Lowdown,removing-iud-pandemic,Removing My Coil (IUD) During A Pandemic | The Lowdown,One woman's honest experience of getting her IUD coil removed during Covid-19.,https://thelowdown.com/blog/removing-iud-pandemic,http://localhost/thelowdown/wp/blog/removing-iud-pandemic,/blog/removing-iud-pandemic,TRUE,Removing My Coil (IUD) During A Pandemic | The Lowdown,TRUE,removing-iud-pandemic,TRUE,Removing My Coil (IUD) During A Pandemic | The Lowdown,TRUE,One woman's honest experience of getting her IUD coil removed during Covid-19.,TRUE,https://thelowdown.com/blog/removing-iud-pandemic,TRUE
https://blog.thelowdown.com/blog/painful-sex-during-pregnancy,/blog/painful-sex-during-pregnancy,Reasons for Painful Sex During Pregnancy | The Lowdown,painful-sex-during-pregnancy,Reasons for Painful Sex During Pregnancy | The Lowdown,"Pregnancy causes multiple changes to your body, some of which might make sex painful. Here’s why sex can hurt whilst pregnant and things you can do to help.",https://thelowdown.com/blog/painful-sex-during-pregnancy,http://localhost/thelowdown/wp/blog/painful-sex-during-pregnancy,/blog/painful-sex-during-pregnancy,TRUE,Reasons for Painful Sex During Pregnancy | The Lowdown,TRUE,painful-sex-during-pregnancy,TRUE,Reasons for Painful Sex During Pregnancy | The Lowdown,TRUE,"Pregnancy causes multiple changes to your body, some of which might make sex painful. Here’s why sex can hurt whilst pregnant and things you can do to help.",TRUE,https://thelowdown.com/blog/painful-sex-during-pregnancy,TRUE
https://blog.thelowdown.com/blog/intimate-washes,/blog/intimate-washes,Feminine Washes - Should We Use Them? | The Lowdown,intimate-washes,Feminine Washes - Should We Use Them? | The Lowdown,"As appealing as they may sound, using intimate washes could actually cause more harm than good by disrupting your vaginal pH.",https://thelowdown.com/blog/intimate-washes,http://localhost/thelowdown/wp/blog/intimate-washes,/blog/intimate-washes,TRUE,Feminine Washes - Should We Use Them? | The Lowdown,TRUE,intimate-washes,TRUE,Feminine Washes - Should We Use Them? | The Lowdown,TRUE,"As appealing as they may sound, using intimate washes could actually cause more harm than good by disrupting your vaginal pH.",TRUE,https://thelowdown.com/blog/intimate-washes,TRUE
https://blog.thelowdown.com/blog/iud-brands,/blog/iud-brands,IUD brands - The Lowdown,iud-brands,IUD brands - The Lowdown,"Learn about what an IUD is, how it works, as well as the benefits and the side effects",https://thelowdown.com/blog/iud-brands,http://localhost/thelowdown/wp/blog/iud-brands,/blog/iud-brands,TRUE,IUD brands - The Lowdown,TRUE,iud-brands,TRUE,IUD brands - The Lowdown,TRUE,"Learn about what an IUD is, how it works, as well as the benefits and the side effects",TRUE,/blog/iud-brands,FALSE
https://blog.thelowdown.com/blog/the-hormonal-coil-all-your-questions-answered,/blog/the-hormonal-coil-all-your-questions-answered,The Hormonal Coil (Mirena) - FAQ Guide | The Lowdown,the-hormonal-coil-all-your-questions-answered,The Hormonal Coil (Mirena) - FAQ Guide | The Lowdown,"The Hormonal coil (IUS) is women’s favourite method of contraception. The Hormonal IUS (brands include Mirena, Levosert and Jaydess) tops our overall satisfaction ratings - with an average 3.5 out of 5.",https://thelowdown.com/blog/the-hormonal-coil-all-your-questions-answered,http://localhost/thelowdown/wp/blog/the-hormonal-coil-all-your-questions-answered,/blog/the-hormonal-coil-all-your-questions-answered,TRUE,The Hormonal Coil (Mirena) - FAQ Guide | The Lowdown,TRUE,the-hormonal-coil-all-your-questions-answered,TRUE,The Hormonal Coil (Mirena) - FAQ Guide | The Lowdown,TRUE,"The Hormonal coil (IUS) is women’s favourite method of contraception. The Hormonal IUS (brands include Mirena, Levosert and Jaydess) tops our overall satisfaction ratings - with an average 3.5 out of 5.",TRUE,https://thelowdown.com/blog/the-hormonal-coil-all-your-questions-answered,TRUE
https://blog.thelowdown.com/blog/drospirenone,/blog/drospirenone,What Is Drospirenone & How Does It Work? | The Lowdown,drospirenone,What Is Drospirenone & How Does It Work? | The Lowdown,"Drospirenone is a synthetic progestin used alongside synthetic oestrogens in the combined pill. Read more about what it is, how it works. Read more.",https://thelowdown.com/blog/drospirenone,http://localhost/thelowdown/wp/blog/drospirenone,/blog/drospirenone,TRUE,What Is Drospirenone & How Does It Work? | The Lowdown,TRUE,drospirenone,TRUE,What Is Drospirenone & How Does It Work? | The Lowdown,TRUE,"Drospirenone is a synthetic progestin used alongside synthetic oestrogens in the combined pill. Read more about what it is, how it works. Read more.",TRUE,https://thelowdown.com/blog/drospirenone,TRUE
https://blog.thelowdown.com/blog/tag/dr-becky-mawson,/blog/tag/dr-becky-mawson,Dr Becky Mawson Archives - The Lowdown,dr-becky-mawson,Dr Becky Mawson Archives - The Lowdown,N/A,/blog/tag/dr-becky-mawson,http://localhost/thelowdown/wp/blog/tag/dr-becky-mawson,/blog/tag/dr-becky-mawson,TRUE,Dr Becky Mawson Archives - The Lowdown,TRUE,dr-becky-mawson,TRUE,Dr Becky Mawson Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/dr-becky-mawson,TRUE
https://blog.thelowdown.com/blog/ovulation-bleeding,/blog/ovulation-bleeding,Ovulation Bleeding & Spotting - FAQ Guide | The Lowdown,ovulation-bleeding,Ovulation Bleeding & Spotting - FAQ Guide | The Lowdown,"A complete guide to bodily fluids including ovulation bleeding. Signs to watch out for, what the different symptoms could mean, and when to call the GP.",https://thelowdown.com/blog/ovulation-bleeding,http://localhost/thelowdown/wp/blog/ovulation-bleeding,/blog/ovulation-bleeding,TRUE,Ovulation Bleeding & Spotting - FAQ Guide | The Lowdown,TRUE,ovulation-bleeding,TRUE,Ovulation Bleeding & Spotting - FAQ Guide | The Lowdown,TRUE,"A complete guide to bodily fluids including ovulation bleeding. Signs to watch out for, what the different symptoms could mean, and when to call the GP.",TRUE,https://thelowdown.com/blog/ovulation-bleeding,TRUE
https://blog.thelowdown.com/blog/tag/dr-becky,/blog/tag/dr-becky,Dr Becky Archives - The Lowdown,dr-becky,Dr Becky Archives - The Lowdown,N/A,/blog/tag/dr-becky,http://localhost/thelowdown/wp/blog/tag/dr-becky,/blog/tag/dr-becky,TRUE,Dr Becky Archives - The Lowdown,TRUE,dr-becky,TRUE,Dr Becky Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/dr-becky,TRUE
https://blog.thelowdown.com/blog/norethisterone-enanthate,/blog/norethisterone-enanthate,Norethisterone Enanthate | The Lowdown,norethisterone-enanthate,Norethisterone Enanthate | The Lowdown,"Norethisterone enanthate flies solo; a synthetic progestin, it’s used on its own in the contraceptive injection called Noristerat.",https://thelowdown.com/blog/norethisterone-enanthate,http://localhost/thelowdown/wp/blog/norethisterone-enanthate,/blog/norethisterone-enanthate,TRUE,Norethisterone Enanthate | The Lowdown,TRUE,norethisterone-enanthate,TRUE,Norethisterone Enanthate | The Lowdown,TRUE,"Norethisterone enanthate flies solo; a synthetic progestin, it’s used on its own in the contraceptive injection called Noristerat.",TRUE,https://thelowdown.com/blog/norethisterone-enanthate,TRUE
https://blog.thelowdown.com/blog/microgynon-breastfeeding,/blog/microgynon-breastfeeding,Microgynon and Breastfeeding - Is It Safe? | The Lowdown,microgynon-breastfeeding,Microgynon and Breastfeeding - Is It Safe? | The Lowdown,Can you take the Microgynon contraceptive pill while breastfeeding? Here our doctors share if Microgynon is safe to take while breastfeeding.,/blog/microgynon-breastfeeding,http://localhost/thelowdown/wp/blog/microgynon-breastfeeding,/blog/microgynon-breastfeeding,TRUE,Microgynon and Breastfeeding - Is It Safe? | The Lowdown,TRUE,microgynon-breastfeeding,TRUE,Microgynon and Breastfeeding - Is It Safe? | The Lowdown,TRUE,Can you take the Microgynon contraceptive pill while breastfeeding? Here our doctors share if Microgynon is safe to take while breastfeeding.,TRUE,/blog/microgynon-breastfeeding,TRUE
https://blog.thelowdown.com/blog/covid-19-vaccine-fertility-periods,/blog/covid-19-vaccine-fertility-periods,Covid-19 Vaccine and Fertility / Periods FAQs | The Lowdown,covid-19-vaccine-fertility-periods,Covid-19 Vaccine and Fertility / Periods FAQs | The Lowdown,"This guide debunks the 'theories' and presents the FACTS to your questions about Covid-19 and the vaccine, and their effect on women's fertility and periods.",https://thelowdown.com/blog/covid-19-vaccine-fertility-periods,http://localhost/thelowdown/wp/blog/covid-19-vaccine-fertility-periods,/blog/covid-19-vaccine-fertility-periods,TRUE,Covid-19 Vaccine and Fertility / Periods FAQs | The Lowdown,TRUE,covid-19-vaccine-fertility-periods,TRUE,Covid-19 Vaccine and Fertility / Periods FAQs | The Lowdown,TRUE,"This guide debunks the 'theories' and presents the FACTS to your questions about Covid-19 and the vaccine, and their effect on women's fertility and periods.",TRUE,https://thelowdown.com/blog/covid-19-vaccine-fertility-periods,TRUE
https://blog.thelowdown.com/blog/tag/mini-pill,/blog/tag/mini-pill,mini pill Archives - The Lowdown,mini-pill,mini pill Archives - The Lowdown,N/A,/blog/tag/mini-pill,http://localhost/thelowdown/wp/blog/tag/mini-pill,/blog/tag/mini-pill,TRUE,mini pill Archives - The Lowdown,TRUE,mini-pill,TRUE,mini pill Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/mini-pill,TRUE
https://blog.thelowdown.com/blog/best-contraceptives-rated-by-you,/blog/best-contraceptives-rated-by-you,We’ve announced our best contraceptives - as rated by you! The Lowdown,best-contraceptives-rated-by-you,We’ve announced our best contraceptives - as rated by you! The Lowdown,We worked out the best contraceptives for each category by taking all of the contraceptives with over 100 reviews on our site,https://thelowdown.com/blog/best-contraceptives-rated-by-you,http://localhost/thelowdown/wp/blog/best-contraceptives-rated-by-you,/blog/best-contraceptives-rated-by-you,TRUE,We’ve announced our best contraceptives - as rated by you! The Lowdown,TRUE,best-contraceptives-rated-by-you,TRUE,We’ve announced our best contraceptives - as rated by you! The Lowdown,TRUE,We worked out the best contraceptives for each category by taking all of the contraceptives with over 100 reviews on our site,TRUE,https://thelowdown.com/blog/best-contraceptives-rated-by-you,TRUE
https://blog.thelowdown.com/blog/morning-after-pill-while-breastfeeding,/blog/morning-after-pill-while-breastfeeding,Can you take the morning-after pill while breastfeeding? | The Lowdown,morning-after-pill-while-breastfeeding,Can you take the morning-after pill while breastfeeding? | The Lowdown,"Here's the Lowdown on what you really need to know, including how it will affect your breast milk and other hormone-free options.",https://thelowdown.com/blog/can-you-take-the-morning-after-pill-while-breastfeeding,http://localhost/thelowdown/wp/blog/morning-after-pill-while-breastfeeding,/blog/morning-after-pill-while-breastfeeding,TRUE,Can you take the morning-after pill while breastfeeding? | The Lowdown,TRUE,morning-after-pill-while-breastfeeding,TRUE,Can you take the morning-after pill while breastfeeding? | The Lowdown,TRUE,"Here's the Lowdown on what you really need to know, including how it will affect your breast milk and other hormone-free options.",TRUE,https://thelowdown.com/blog/can-you-take-the-morning-after-pill-while-breastfeeding,TRUE
