post_id,post_slug,meta_key,meta_value
13584,my-contraceptive-journey-how-the-wrong-pill-affected-everything,_yoast_wpseo_metadesc,"The wrong contraceptive pill can affect everything from mental wellbeing, physical wellbeing, relationships and lifestyle."
13584,my-contraceptive-journey-how-the-wrong-pill-affected-everything,_yoast_wpseo_title,From Cerazette to Microgynon: My Journey | The Lowdown
13832,my-contraceptive-journey-its-not-you-its-m-y-implant,_yoast_wpseo_canonical,https://thelowdown.com/blog/my-contraceptive-journey-its-not-you-its-m-y-implant
13832,my-contraceptive-journey-its-not-you-its-m-y-implant,_yoast_wpseo_focuskw,implant
13832,my-contraceptive-journey-its-not-you-its-m-y-implant,_yoast_wpseo_focuskw,implant
13832,my-contraceptive-journey-its-not-you-its-m-y-implant,_yoast_wpseo_focuskw,implant
13832,my-contraceptive-journey-its-not-you-its-m-y-implant,_yoast_wpseo_metadesc,"From being over the moon to being betrayed by her hormones, Danielle Conlon shares her ups and downs with the contraceptive implant."
13832,my-contraceptive-journey-its-not-you-its-m-y-implant,_yoast_wpseo_title,Contraceptive Experience: It's My Implant | The Lowdown
13918,eco-friendly-period-products,_yoast_wpseo_canonical,https://thelowdown.com/blog/eco-friendly-period-products
13918,eco-friendly-period-products,_yoast_wpseo_focuskw,eco friendly period products
13918,eco-friendly-period-products,_yoast_wpseo_focuskw,eco friendly period products
13918,eco-friendly-period-products,_yoast_wpseo_focuskw,eco friendly period products
13918,eco-friendly-period-products,_yoast_wpseo_focuskw,eco friendly period products
13918,eco-friendly-period-products,_yoast_wpseo_focuskw,eco friendly period products
13918,eco-friendly-period-products,_yoast_wpseo_focuskw,eco friendly period products
13918,eco-friendly-period-products,_yoast_wpseo_focuskw,eco friendly period products
13918,eco-friendly-period-products,_yoast_wpseo_focuskw,eco friendly period products
13918,eco-friendly-period-products,_yoast_wpseo_focuskw,eco friendly period products
13918,eco-friendly-period-products,_yoast_wpseo_metadesc,The top sustainable period products on the market from period pants to tampon subscription boxes - as chosen by our the readers of The Lowdown.
13918,eco-friendly-period-products,_yoast_wpseo_metadesc,The top sustainable period products on the market from period pants to tampon subscription boxes - as chosen by our the readers of The Lowdown.
13918,eco-friendly-period-products,_yoast_wpseo_metadesc,The top sustainable period products on the market from period pants to tampon subscription boxes - as chosen by our the readers of The Lowdown.
13918,eco-friendly-period-products,_yoast_wpseo_metadesc,The top sustainable period products on the market from period pants to tampon subscription boxes - as chosen by our the readers of The Lowdown.
13918,eco-friendly-period-products,_yoast_wpseo_metadesc,The top sustainable period products on the market from period pants to tampon subscription boxes - as chosen by our the readers of The Lowdown.
13918,eco-friendly-period-products,_yoast_wpseo_metadesc,The top sustainable period products on the market from period pants to tampon subscription boxes - as chosen by our the readers of The Lowdown.
13918,eco-friendly-period-products,_yoast_wpseo_metadesc,The top sustainable period products on the market from period pants to tampon subscription boxes - as chosen by our the readers of The Lowdown.
13918,eco-friendly-period-products,_yoast_wpseo_metadesc,The top sustainable period products on the market from period pants to tampon subscription boxes - as chosen by our the readers of The Lowdown.
13918,eco-friendly-period-products,_yoast_wpseo_metadesc,The top sustainable period products on the market from period pants to tampon subscription boxes - as chosen by our the readers of The Lowdown.
13918,eco-friendly-period-products,_yoast_wpseo_title,Top 10 Eco Friendly Period Products: Reviews | The Lowdown
13918,eco-friendly-period-products,_yoast_wpseo_title,Top 10 Eco Friendly Period Products: Reviews | The Lowdown
13918,eco-friendly-period-products,_yoast_wpseo_title,Top 10 Eco Friendly Period Products: Reviews | The Lowdown
13918,eco-friendly-period-products,_yoast_wpseo_title,Top 10 Eco Friendly Period Products: Reviews | The Lowdown
13918,eco-friendly-period-products,_yoast_wpseo_title,Top 10 Eco Friendly Period Products: Reviews | The Lowdown
13918,eco-friendly-period-products,_yoast_wpseo_title,Top 10 Eco Friendly Period Products: Reviews | The Lowdown
13918,eco-friendly-period-products,_yoast_wpseo_title,Top 10 Eco Friendly Period Products: Reviews | The Lowdown
13918,eco-friendly-period-products,_yoast_wpseo_title,Top 10 Eco Friendly Period Products: Reviews | The Lowdown
13918,eco-friendly-period-products,_yoast_wpseo_title,Top 10 Eco Friendly Period Products: Reviews | The Lowdown
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_canonical,https://thelowdown.com/blog/my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_focuskw,miscarriage PCOS implant
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_focuskw,miscarriage PCOS implant
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_focuskw,miscarriage PCOS implant
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_focuskw,miscarriage PCOS implant
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_focuskw,miscarriage PCOS implant
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_focuskw,miscarriage PCOS implant
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_focuskw,miscarriage PCOS implant
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_focuskw,miscarriage PCOS implant
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_focuskw,miscarriage PCOS implant
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_metadesc,Anita's experience with contraception has been a difficult one and she has faced several medical complications since. Here's her story.
14164,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,_yoast_wpseo_title,Contraceptive Journey: From Cystectomy to PCOS | The Lowdown
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_canonical,https://thelowdown.com/blog/everything-you-need-to-know-about-the-combined-pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_focuskw,Combined Pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_focuskw,Combined Pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_focuskw,Combined Pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_focuskw,Combined Pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_focuskw,Combined Pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_focuskw,Combined Pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_focuskw,Combined Pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_focuskw,Combined Pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_focuskw,Combined Pill
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_metadesc,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_metadesc,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_metadesc,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_metadesc,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_metadesc,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_metadesc,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_metadesc,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_metadesc,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_metadesc,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14235,everything-you-need-to-know-about-the-combined-pill,_yoast_wpseo_title,A Complete Guide To The Combined Pill | ﻿The Lowdown
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_canonical,https://thelowdown.com/blog/birth-control-pioneer-mary-kenner-and-why-we-should-stan
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_focuskw,Mary Kenner
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_focuskw,Mary Kenner
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_focuskw,Mary Kenner
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_focuskw,Mary Kenner
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_focuskw,Mary Kenner
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_focuskw,Mary Kenner
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_focuskw,Mary Kenner
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_focuskw,Mary Kenner
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_focuskw,Mary Kenner
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_metadesc,"Mary Kenner is the Black woman responsible for inventing the sanitary belt, a device which paved the way for female menstrual health products."
14292,birth-control-pioneer-mary-kenner-and-why-we-should-stan,_yoast_wpseo_title,Menstrual Product Pioneer:: Mary Kenner | The Lowdown
14359,my-pill-journey,_yoast_wpseo_focuskw,my pill journey
14359,my-pill-journey,_yoast_wpseo_focuskw,my pill journey
14359,my-pill-journey,_yoast_wpseo_focuskw,my pill journey
14359,my-pill-journey,_yoast_wpseo_focuskw,my pill journey
14359,my-pill-journey,_yoast_wpseo_focuskw,my pill journey
14359,my-pill-journey,_yoast_wpseo_focuskw,my pill journey
14359,my-pill-journey,_yoast_wpseo_focuskw,my pill journey
14359,my-pill-journey,_yoast_wpseo_focuskw,my pill journey
14359,my-pill-journey,_yoast_wpseo_focuskw,my pill journey
14359,my-pill-journey,_yoast_wpseo_metadesc,"Most women choose the contraceptive pill as their first method, but Amy wanted the implant. However, she was told this wasn't an option."
14359,my-pill-journey,_yoast_wpseo_title,My Contraceptive Journey: Have I Been On The Same One For Too Long?
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_canonical,https://thelowdown.com/blog/the-contraceptive-implant-everything-you-need-to-know-the-lowdown
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_focuskw,The Contraceptive Implant
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_focuskw,The Contraceptive Implant
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_focuskw,The Contraceptive Implant
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_focuskw,The Contraceptive Implant
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_focuskw,The Contraceptive Implant
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_focuskw,The Contraceptive Implant
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_focuskw,The Contraceptive Implant
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_focuskw,The Contraceptive Implant
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_focuskw,The Contraceptive Implant
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_metadesc,Everything you need to know about the contraceptive implant. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_metadesc,Everything you need to know about the contraceptive implant. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_metadesc,Everything you need to know about the contraceptive implant. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_metadesc,Everything you need to know about the contraceptive implant. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_metadesc,Everything you need to know about the contraceptive implant. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_metadesc,Everything you need to know about the contraceptive implant. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_metadesc,Everything you need to know about the contraceptive implant. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_metadesc,Everything you need to know about the contraceptive implant. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_metadesc,Everything you need to know about the contraceptive implant. Read honest reviews and get the facts from the world’s only contraceptive review platform.
14440,the-contraceptive-implant-everything-you-need-to-know-the-lowdown,_yoast_wpseo_title,A Complete Guide To The Contraceptive Implant | The Lowdown %%sitename%%
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_canonical,https://thelowdown.com/blog/period-poo-the-ins-and-the-outs
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_focuskw,period poo
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_focuskw,period poo
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_focuskw,period poo
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_focuskw,period poo
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_focuskw,period poo
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_focuskw,period poo
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_focuskw,period poo
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_focuskw,period poo
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_focuskw,period poo
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_metadesc,Our complete no frills guide to period poo and why you might be pooping more than normal at this point in your menstrual cycle.
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_metadesc,Our complete no frills guide to period poo and why you might be pooping more than normal at this point in your menstrual cycle.
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_metadesc,Our complete no frills guide to period poo and why you might be pooping more than normal at this point in your menstrual cycle.
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_metadesc,Our complete no frills guide to period poo and why you might be pooping more than normal at this point in your menstrual cycle.
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_metadesc,Our complete no frills guide to period poo and why you might be pooping more than normal at this point in your menstrual cycle.
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_metadesc,Our complete no frills guide to period poo and why you might be pooping more than normal at this point in your menstrual cycle.
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_metadesc,Our complete no frills guide to period poo and why you might be pooping more than normal at this point in your menstrual cycle.
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_metadesc,Our complete no frills guide to period poo and why you might be pooping more than normal at this point in your menstrual cycle.
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_metadesc,Our complete no frills guide to period poo and why you might be pooping more than normal at this point in your menstrual cycle.
14497,period-poo-the-ins-and-the-outs,_yoast_wpseo_title,Period Poo - The Ins and Outs| ﻿The Lowdown
14595,contraceptive-injection,_yoast_wpseo_canonical,https://thelowdown.com/blog/contraceptive-injection
14595,contraceptive-injection,_yoast_wpseo_focuskw,Contraceptive Injection
14595,contraceptive-injection,_yoast_wpseo_focuskw,Contraceptive Injection
14595,contraceptive-injection,_yoast_wpseo_focuskw,Contraceptive Injection
14595,contraceptive-injection,_yoast_wpseo_focuskw,Contraceptive Injection
14595,contraceptive-injection,_yoast_wpseo_focuskw,Contraceptive Injection
14595,contraceptive-injection,_yoast_wpseo_focuskw,Contraceptive Injection
14595,contraceptive-injection,_yoast_wpseo_focuskw,Contraceptive Injection
14595,contraceptive-injection,_yoast_wpseo_focuskw,Contraceptive Injection
14595,contraceptive-injection,_yoast_wpseo_focuskw,Contraceptive Injection
14595,contraceptive-injection,_yoast_wpseo_metadesc,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.
14595,contraceptive-injection,_yoast_wpseo_metadesc,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.
14595,contraceptive-injection,_yoast_wpseo_metadesc,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.
14595,contraceptive-injection,_yoast_wpseo_metadesc,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.
14595,contraceptive-injection,_yoast_wpseo_metadesc,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.
14595,contraceptive-injection,_yoast_wpseo_metadesc,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.
14595,contraceptive-injection,_yoast_wpseo_metadesc,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.
14595,contraceptive-injection,_yoast_wpseo_metadesc,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.
14595,contraceptive-injection,_yoast_wpseo_metadesc,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.
14595,contraceptive-injection,_yoast_wpseo_title,A Guide To The Contraceptive Injection | The Lowdown
16042,the-future-of-male-contraceptives,_yoast_wpseo_canonical,https://thelowdown.com/blog/the-future-of-male-contraceptives
16042,the-future-of-male-contraceptives,_yoast_wpseo_focuskw,Male Contraception
16042,the-future-of-male-contraceptives,_yoast_wpseo_focuskw,Male Contraception
16042,the-future-of-male-contraceptives,_yoast_wpseo_focuskw,Male Contraception
16042,the-future-of-male-contraceptives,_yoast_wpseo_focuskw,Male Contraception
16042,the-future-of-male-contraceptives,_yoast_wpseo_focuskw,Male Contraception
16042,the-future-of-male-contraceptives,_yoast_wpseo_metadesc,What are the options for male birth control? We give you the lowdown on new developments being made for male contraceptives.
16042,the-future-of-male-contraceptives,_yoast_wpseo_metadesc,What are the options for male birth control? We give you the lowdown on new developments being made for male contraceptives.
16042,the-future-of-male-contraceptives,_yoast_wpseo_metadesc,What are the options for male birth control? We give you the lowdown on new developments being made for male contraceptives.
16042,the-future-of-male-contraceptives,_yoast_wpseo_metadesc,What are the options for male birth control? We give you the lowdown on new developments being made for male contraceptives.
16042,the-future-of-male-contraceptives,_yoast_wpseo_metadesc,What are the options for male birth control? We give you the lowdown on new developments being made for male contraceptives.
16042,the-future-of-male-contraceptives,_yoast_wpseo_title,The Future of Male Contraceptives | The Lowdown
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_canonical,https://thelowdown.com/blog/the-contraceptive-patch-everything-you-need-to-know
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_focuskw,The contraceptive patch
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_focuskw,The contraceptive patch
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_focuskw,The contraceptive patch
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_focuskw,The contraceptive patch
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_focuskw,The contraceptive patch
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_metadesc,"Facts, reviews and your FAQs for the contraceptive patch as brought to you by contraceptive experts, The Lowdown."
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_metadesc,"Facts, reviews and your FAQs for the contraceptive patch as brought to you by contraceptive experts, The Lowdown."
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_metadesc,"Facts, reviews and your FAQs for the contraceptive patch as brought to you by contraceptive experts, The Lowdown."
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_metadesc,"Facts, reviews and your FAQs for the contraceptive patch as brought to you by contraceptive experts, The Lowdown."
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_metadesc,"Facts, reviews and your FAQs for the contraceptive patch as brought to you by contraceptive experts, The Lowdown."
16043,the-contraceptive-patch-everything-you-need-to-know,_yoast_wpseo_title,The Contraceptive Patch (Evra) - Complete Guide | The Lowdown
16044,lichen-sclerosus,_yoast_wpseo_canonical,https://thelowdown.com/blog/lichen-sclerosus
16044,lichen-sclerosus,_yoast_wpseo_focuskw,lichen sclerosus
16044,lichen-sclerosus,_yoast_wpseo_focuskw,lichen sclerosus
16044,lichen-sclerosus,_yoast_wpseo_metadesc,What's Lichen Sclerosus and what can be done about it? Here's Lena's story of her diagnosis and the treatment for this itchy condition.
16044,lichen-sclerosus,_yoast_wpseo_metadesc,What's Lichen Sclerosus and what can be done about it? Here's Lena's story of her diagnosis and the treatment for this itchy condition.
16044,lichen-sclerosus,_yoast_wpseo_title,My Contraceptive Journey: Let's Talk About Lichen Sclerosus
16045,tesh-contraceptive-story,_yoast_wpseo_canonical,https://thelowdown.com/blog/tesh-contraceptive-story
16045,tesh-contraceptive-story,_yoast_wpseo_focuskw,PCOS endometriosis
16045,tesh-contraceptive-story,_yoast_wpseo_focuskw,PCOS endometriosis
16045,tesh-contraceptive-story,_yoast_wpseo_focuskw,PCOS endometriosis
16045,tesh-contraceptive-story,_yoast_wpseo_focuskw,PCOS endometriosis
